food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Honey,304.0,0.0,0.0,0.0,0.0,82000.0,82000.0,300.0,200.0,0.0,4.0,0.0,0.0,0.002,0.0,0.04,0.12,0.0699999999999999,0.02,0.5,0.0,0.0,0.0,6.0,0.42,0.04,2.0,0.08,4.0,52.0,0.0007999999999999,0.22,Snacks
Fruit preserves,278.0,70.0,10.0,40.0,0.0,69000.0,49000.0,370.0,1100.0,0.0,32.0,0.0,0.02,0.011,0.0,0.08,0.04,0.02,0.02,8.8,0.0,0.12,0.0,20.0,0.49,0.1,4.0,0.04,19.0,77.0,0.002,0.06,Snacks
Marmalade,246.0,0.0,0.0,0.0,0.0,66000.0,60000.0,300.0,700.0,0.0,56.0,0.0186,0.01,0.009,0.0,0.03,0.05,0.02,0.02,4.8,0.0,0.06,0.0,38.0,0.15,0.09,2.0,0.02,4.0,37.0,0.0006,0.04,Snacks
Molasses,290.0,100.0,20.0,30.0,50.0,75000.0,75000.0,0.0,0.0,0.0,37.0,0.0,0.04,0.0,0.0,0.0,0.93,0.8,0.67,0.0,0.0,0.0,0.0,205.0,4.7,0.49,242.0,1.5,31.0,1464.0,0.018,0.29,Snacks
Pectin,325.0,300.0,50.0,10.0,90.0,90000.0,0.0,300.0,8600.0,0.0,200.0,0.0009,0.01,0.001,0.0,0.06,0.01,0.11,0.01,0.0,0.0,0.0,0.0,7.0,2.7,0.42,1.0,0.0699999999999999,2.0,7.0,0.0,0.47,Snacks
Brown sugar,380.0,0.0,0.0,0.0,0.0,98000.0,97000.0,120.0,0.0,0.0,28.0,0.0,0.0,0.001,0.0,0.0,0.11,0.1299999999999999,0.04,0.0,0.0,0.0,0.0,83.0,0.71,0.05,9.0,0.06,4.0,133.0,0.0012,0.03,Snacks
Sugar,387.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.01,0.0,0.0,0.0,2.0,0.0006,0.01,Snacks
Aspartame,365.0,0.0,0.0,0.0,0.0,89000.0,81000.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,4.0,0.0005,0.01,Snacks
Maple sugar,354.0,200.0,40.0,60.0,100.0,91000.0,85000.0,100.0,0.0,0.0,11.0,0.0,0.01,0.0,0.0,0.01,0.04,0.05,0.0,0.0,0.0,0.0,0.0,90.0,1.6,0.1,19.0,4.4,3.0,274.0,0.0007999999999999,6.1000000000000005,Snacks
Corn syrup,286.0,0.0,0.0,0.0,0.0,78000.0,78000.0,0.0,0.0,0.0,155.0,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,18.0,0.37,0.05,8.0,0.1,11.0,44.0,0.0029,0.04,Snacks
Maple syrup,260.0,60.0,10.0,10.0,20.0,67000.0,60000.0,40.0,0.0,0.0,12.0,0.0,0.0699999999999999,0.0,0.0,1.3,0.08,0.04,0.0,0.0,0.0,0.0,0.0,102.0,0.11,0.02,21.0,2.9,2.0,212.0,0.0006,1.5,Snacks
Sorghum syrup,290.0,0.0,0.0,0.0,0.0,75000.0,75000.0,0.0,0.0,0.0,8.0,0.0,0.1,0.0,0.0,0.16,0.1,0.8,0.67,0.0,0.0,0.0,0.0,150.0,3.8,0.1299999999999999,100.0,1.5,56.0,1000.0,0.0017,0.41,Snacks
Snickers,488.0,24000.0,13000.0,0.0,0.0,63000.0,47000.0,6900.0,1900.0,9.0,189.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,90.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snacks
Skittles,402.0,4300.0,4100.0,0.0,0.0,91000.0,76000.0,190.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snacks
Taffy (candy),397.0,3300.0,2000.0,840.0,120.0,92000.0,68000.0,30.0,0.0,9.0,52.0,0.03,0.03,0.0,1e-05,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.0003,8.0,0.01,0.0,0.0,0.0,1.0,3.0,0.0007,0.21,Snacks
Toffee,560.0,33000.0,21000.0,9000.0,1200.0,65000.0,63000.0,1100.0,0.0,104.0,135.0,0.3455999999999999,0.01,0.002,0.00011,0.0699999999999999,0.03,0.1299999999999999,0.01,0.2,0.0,0.94,0.0028,34.0,0.03,0.0,4.0,0.0,32.0,51.0,0.0007999999999999,0.12,Snacks
Apricot jam,242.0,200.0,10.0,0.0,0.0,64000.0,43000.0,700.0,300.0,0.0,40.0,0.0614999999999999,0.0,0.001,0.0,0.02,0.04,0.02,0.02,8.8,0.0,0.1299999999999999,0.0,20.0,0.49,0.1,4.0,0.04,3.0,77.0,0.002,0.06,Snacks
Sucralose,336.0,0.0,0.0,0.0,0.0,91000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Snacks
Creamsicle,49.0,2300.0,2000.0,0.0,0.0,12000.0,430.0,1400.0,7500.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snacks
Chocolate,546.0,31000.0,19000.0,9500.0,1100.0,61000.0,48000.0,4900.0,7000.0,8.0,24.0,0.015,0.03,0.0,0.00023,0.05,0.73,0.3,0.04,0.0,0.0,0.54,0.0081,56.0,8.0,1.0,146.0,1.4,206.0,559.0,0.003,2.0,Snacks
Sugar substitute,347.0,0.0,0.0,0.0,0.0,85000.0,4000.0,2100.0,600.0,0.0,572.0,0.0,0.02,0.0,0.0,0.02,0.0,0.08,0.02,0.0,0.0,0.0,0.0,879.0,0.16,0.01,6.0,0.02,8.0,39.0,0.0,0.04,Snacks
Agave nectar,310.0,450.0,0.0,0.0,0.0,76000.0,68000.0,90.0,200.0,0.0,4.0,0.0467999999999999,0.12,0.03,0.0,0.17,0.69,0.0,0.23,17.0,0.0,0.98,0.023,1.0,0.09,0.01,1.0,0.01,1.0,4.0,0.0017,0.01,Snacks
Stevia,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snacks
Payday,490.0,25000.0,4800.0,12000.0,4700.0,53000.0,40000.0,13000.0,3800.0,0.0,231.0,0.0003,0.08,0.051,2e-05,0.12,7.2,0.5199999999999999,0.24,0.0,0.0,2.5,0.0,94.0,1.9,0.33,90.0,0.91,197.0,725.0,0.0051,1.6,Snacks
Macaroon,460.0,23000.0,20000.0,1600.0,810.0,61000.0,45000.0,3000.0,5100.0,0.0,241.0,0.0,0.02,0.003,0.0,0.06,0.22,0.0,0.1,0.0,0.0,0.19,0.0011,5.0,0.82,0.27,29.0,0.0,68.0,123.0,0.0068,0.73,Snacks
Grenadine,268.0,0.0,0.0,0.0,0.0,67000.0,47000.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.05,0.03,4.0,0.0,4.0,28.0,0.0006,0.1299999999999999,Snacks
Frozen yogurt,127.0,3600.0,2300.0,990.0,100.0,22000.0,20000.0,3000.0,0.0,13.0,63.0,0.0527999999999999,0.04,0.004,7.000000000000001e-05,0.18,0.0699999999999999,0.0,0.04,0.7,0.0001,0.09,0.0003,100.0,0.46,0.01,10.0,0.0,89.0,156.0,0.0019,0.2799999999999999,Snacks
Nougat,398.0,1700.0,1700.0,0.0,0.0,92000.0,45000.0,3300.0,3300.0,0.0,33.0,0.0003,0.01,0.005,1e-05,0.15,0.48,0.06,0.02,0.3,0.0,2.8,0.0,32.0,0.5900000000000001,0.1299999999999999,32.0,0.3,55.0,105.0,0.0026,0.42,Snacks
Heart of palm,115.0,200.0,50.0,10.0,90.0,26000.0,17000.0,2700.0,1500.0,0.0,14.0,0.0203999999999999,0.05,0.024,0.0,0.18,0.9,0.0,0.8099999999999999,8.0,0.0,0.5,0.0,18.0,1.7,0.64,10.0,0.0,140.0,1806.0,0.0007,3.7,Snacks
Tabletop Sweeteners,279.0,0.0,0.0,0.0,0.0,76000.0,76000.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0005,0.09,Snacks
Apple juice,46.0,130.0,20.0,10.0,40.0,11000.0,9600.0,100.0,200.0,0.0,4.0,0.0003,0.02,0.0,0.0,0.02,0.0699999999999999,0.05,0.02,0.9,0.0,0.01,0.0,8.0,0.12,0.01,5.0,0.0699999999999999,7.0,101.0,0.0001,0.02,Beverages
Orange juice,45.0,200.0,20.0,40.0,40.0,10000.0,8400.0,700.0,200.0,0.0,1.0,0.06,0.09,0.03,0.0,0.03,0.4,0.19,0.04,50.0,0.0,0.04,0.0001,11.0,0.2,0.04,11.0,0.01,17.0,200.0,0.0001,0.05,Beverages
Pineapple juice,53.0,120.0,10.0,10.0,40.0,13000.0,10000.0,360.0,200.0,0.0,2.0,0.0014999999999999,0.06,0.018,0.0,0.02,0.2,0.06,0.1,44.0,0.0,0.02,0.0003,13.0,0.31,0.0699999999999999,12.0,0.5,8.0,130.0,0.0001,0.11,Beverages
Carrot juice,40.0,150.0,30.0,10.0,70.0,9300.0,3900.0,950.0,800.0,0.0,66.0,5.7372,0.09,0.004,0.0,0.06,0.39,0.23,0.22,8.5,0.0,1.2,0.016,24.0,0.46,0.05,14.0,0.1299999999999999,42.0,292.0,0.0006,0.18,Beverages
Tomato juice,17.0,290.0,20.0,10.0,30.0,3500.0,2600.0,850.0,400.0,0.0,10.0,0.1349999999999999,0.1,0.02,0.0,0.08,0.67,0.0,0.0699999999999999,70.0,0.0,0.32,0.0023,10.0,0.39,0.04,11.0,0.0699999999999999,19.0,217.0,0.0005,0.11,Beverages
Beer,43.0,0.0,0.0,0.0,0.0,3600.0,0.0,460.0,0.0,0.0,4.0,0.0,0.01,0.006,2e-05,0.03,0.51,0.04,0.05,0.0,0.0,0.0,0.0,4.0,0.02,0.01,6.0,0.01,14.0,27.0,0.0006,0.01,Beverages
Daiquiri,186.0,60.0,10.0,10.0,20.0,6900.0,5600.0,60.0,100.0,0.0,5.0,0.0012,0.01,0.002,0.0,0.01,0.05,0.02,0.01,1.6,0.0,0.03,0.0001,3.0,0.09,0.02,2.0,0.02,5.0,21.0,0.0001,0.04,Beverages
Piña colada,174.0,1900.0,1600.0,80.0,30.0,23000.0,22000.0,420.0,300.0,0.0,6.0,0.0006,0.03,0.012,0.0,0.02,0.12,0.06,0.05,4.9,0.0,0.02,0.0001,8.0,0.21,0.08,8.0,0.53,7.0,71.0,0.0007,0.1299999999999999,Beverages
Tequila sunrise,110.0,100.0,0.0,0.0,0.0,11000.0,0.0,300.0,0.0,0.0,57.0,0.0290999999999999,0.04,0.011,0.0,0.02,0.19,0.09,0.05,19.0,0.0,0.0,0.0,0.0,0.02,0.04,7.0,0.01,10.0,10.0,0.0,0.6,Beverages
Monster energy drink,5.0,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0025,0.71,8.3,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Whiskey sour,383.0,100.0,20.0,10.0,40.0,97000.0,97000.0,600.0,0.0,0.0,274.0,0.009,0.01,0.0,1e-05,0.0,0.0,0.06,0.0,2.7,0.0,0.0,0.0,272.0,0.39,0.1299999999999999,19.0,0.0,13.0,19.0,0.0006,0.1399999999999999,Beverages
Creme de menthe,371.0,300.0,10.0,20.0,170.0,42000.0,42000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.08,0.0,0.04,0.0,0.0,0.0003999999999999,0.04,Beverages
SlimFast shake,58.0,2900.0,450.0,2100.0,290.0,850.0,600.0,6600.0,400.0,4.0,72.0,0.1694999999999999,0.17,0.039,0.0006,0.19,2.4,1.2,0.21,19.0,0.0011,4.6,0.0065,130.0,0.96,0.01,44.0,0.0,136.0,179.0,0.0045,0.85,Beverages
Fuze juice,38.0,60.0,10.0,10.0,10.0,9200.0,9000.0,680.0,200.0,0.0,10.0,0.12,0.08,0.044,0.0,0.02,0.2,0.0,0.16,24.0,0.0,1.1,0.0001,9.0,0.1,0.04,10.0,0.0,16.0,192.0,0.0001,0.05,Beverages
Gin,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Rum,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.02,5.0,2.0,0.0,0.0699999999999999,Beverages
Vodka,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,5.0,1.0,0.0,0.0,Beverages
Whisky,250.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,3.0,1.0,0.0,0.02,Beverages
Wine,83.0,0.0,0.0,0.0,0.0,2700.0,790.0,70.0,0.0,0.0,5.0,0.0,0.01,0.001,0.0,0.02,0.17,0.04,0.05,0.0,0.0,0.0,0.0,8.0,0.37,0.01,11.0,0.12,20.0,99.0,0.0001999999999999,0.1299999999999999,Beverages
Smoothie,37.0,0.0,0.0,0.0,0.0,8200.0,7400.0,1200.0,0.0,0.0,29.0,0.1224,0.0,0.0,0.0002399999999999,0.0,0.82,0.0,0.08,25.0,0.0,0.0,0.0,41.0,0.15,0.0,0.0,0.0,0.0,24.0,0.0,0.0,Beverages
Red Wine,85.0,0.0,0.0,0.0,0.0,2600.0,620.0,70.0,0.0,0.0,4.0,0.0006,0.01,0.001,0.0,0.03,0.22,0.03,0.06,0.0,0.0,0.0,0.0003999999999999,8.0,0.46,0.01,12.0,0.1299999999999999,23.0,127.0,0.0001999999999999,0.1399999999999999,Beverages
Pinot noir,82.0,0.0,0.0,0.0,0.0,2300.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Syrah wine,83.0,0.0,0.0,0.0,0.0,2600.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Zinfandel wine,88.0,0.0,0.0,0.0,0.0,2900.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Petite Sirah wine,85.0,0.0,0.0,0.0,0.0,2700.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
White wine,82.0,0.0,0.0,0.0,0.0,2600.0,960.0,70.0,0.0,0.0,5.0,0.0,0.01,0.001,0.0,0.02,0.11,0.05,0.05,0.0,0.0,0.0,0.0003999999999999,9.0,0.27,0.0,10.0,0.12,18.0,71.0,0.0001,0.12,Beverages
Sangiovese wine,86.0,0.0,0.0,0.0,0.0,2600.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Carignan wine,74.0,0.0,0.0,0.0,0.0,2400.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Pinot Gris,83.0,0.0,0.0,0.0,0.0,2100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Muller Thurgau,76.0,0.0,0.0,0.0,0.0,3500.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Carbonated water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,0.01,1.0,0.0,0.0,2.0,0.0,0.1,Beverages
Gewürztraminer,81.0,0.0,0.0,0.0,0.0,11000.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Gewurztraminer,108.0,0.0,0.0,0.0,0.0,2600.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Semillon,82.0,0.0,0.0,0.0,0.0,3100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Riesling,80.0,0.0,0.0,0.0,0.0,3700.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Sauvignon blanc,81.0,0.0,0.0,0.0,0.0,2100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Ginger ale,34.0,0.0,0.0,0.0,0.0,8800.0,8900.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.18,0.02,1.0,0.01,0.0,1.0,0.0001,0.05,Beverages
Iced tea,36.0,0.0,0.0,0.0,0.0,9100.0,9100.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,1.0,0.1299999999999999,36.0,19.0,0.0,0.06,Beverages
Muscat wine,82.0,0.0,0.0,0.0,0.0,5200.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Grape soda,43.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,0.02,1.0,0.01,0.0,1.0,0.0,0.0699999999999999,Beverages
Sprite,40.0,20.0,0.0,0.0,0.0,10000.0,9000.0,50.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,0.0,1.0,0.0,0.0,1.0,0.0,0.04,Beverages
French wine,86.0,0.0,0.0,0.0,0.0,3700.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Red Bull Energy Drink,43.0,0.0,0.0,0.0,0.0,10000.0,10000.0,460.0,0.0,0.0,39.0,0.0,0.04,0.0,0.002,0.1,9.8,1.5,2.2,0.0,0.0,0.0,0.0,6.0,0.06,0.0,19.0,0.01,0.0,3.0,0.0001999999999999,0.01,Beverages
Tonic water,34.0,0.0,0.0,0.0,0.0,8800.0,8800.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.1,Beverages
Chardonnay,84.0,0.0,0.0,0.0,0.0,2200.0,960.0,70.0,0.0,0.0,5.0,0.0,0.01,0.001,0.0,0.02,0.11,0.05,0.05,0.0,0.0,0.0,0.0,9.0,0.27,0.0,10.0,0.12,18.0,71.0,0.0001,0.12,Beverages
Chocolate syrup,279.0,1100.0,520.0,290.0,30.0,65000.0,50000.0,2100.0,2600.0,0.0,72.0,0.0,0.01,0.002,0.0,0.05,0.32,0.01,0.01,0.2,0.0,0.02,0.0005,14.0,2.1,0.51,65.0,0.38,129.0,224.0,0.0014,0.73,Beverages
Oolong tea,1.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21,1.0,12.0,0.0,0.01,Beverages
Green tea,30.0,180.0,0.0,0.0,0.0,7200.0,6900.0,0.0,0.0,0.0,2.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,3.0,0.02,0.01,1.0,0.12,0.0,5.0,0.0,0.01,Beverages
Minute maid lemonade,46.0,0.0,0.0,0.0,0.0,12000.0,12000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.001,0.0,0.0,0.01,0.0,0.0,3.1,0.0,0.0,0.0,2.0,0.0,0.02,2.0,0.0,1.0,10.0,0.0001,0.01,Beverages
Lemon tea,2.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,37.0,0.0,0.01,Beverages
Coffee,1.0,20.0,0.0,20.0,0.0,0.0,0.0,120.0,0.0,0.0,2.0,0.0,0.01,0.002,0.0,0.08,0.19,0.25,0.0,0.0,0.0,0.01,0.0001,2.0,0.01,0.0,3.0,0.02,3.0,49.0,0.0,0.02,Beverages
Espresso,9.0,180.0,90.0,0.0,90.0,1700.0,0.0,120.0,0.0,0.0,14.0,0.0,0.0,0.001,0.0,0.18,5.2,0.03,0.0,0.2,0.0,0.01,0.0001,2.0,0.1299999999999999,0.05,80.0,0.05,7.0,115.0,0.0,0.05,Beverages
Instant coffee,2.0,0.0,0.0,0.0,0.0,340.0,0.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.04,0.01,4.0,0.02,3.0,30.0,0.0001,0.01,Beverages
Aloe vera juice,15.0,0.0,0.0,0.0,0.0,3800.0,3800.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,8.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
Mocha,460.0,16000.0,4900.0,8900.0,1100.0,74000.0,58000.0,5300.0,1900.0,0.0,317.0,0.0014999999999999,0.03,0.009,0.00045,0.03,2.3,0.05,0.06,0.6,0.0,0.0,0.0015,271.0,0.0,0.44,68.0,0.45,251.0,1033.0,0.0062,0.96,Beverages
Malt beer,68.0,0.0,0.0,0.0,0.0,10000.0,9800.0,0.0,0.0,0.0,5.0,0.0,0.01,0.004,1e-05,0.01,0.23,0.04,0.02,2.8,0.0,0.02,0.0,4.0,0.03,0.01,4.0,0.01,7.0,27.0,0.0003,0.01,Beverages
Cranberry juice,54.0,100.0,10.0,20.0,60.0,14000.0,12000.0,0.0,0.0,0.0,2.0,0.0024,0.0,0.0,0.0,0.0,0.04,0.05,0.0,42.0,0.0,0.22,0.001,3.0,0.1,0.01,1.0,0.05,1.0,14.0,0.0001999999999999,0.03,Beverages
Light beer,46.0,0.0,0.0,0.0,0.0,770.0,90.0,250.0,0.0,0.0,4.0,0.0,0.01,0.006,2e-05,0.02,0.39,0.0,0.03,0.0,0.0,0.0,0.0,4.0,0.03,0.01,5.0,0.0,12.0,21.0,0.0003999999999999,0.01,Beverages
Rose wine,83.0,0.0,0.0,0.0,0.0,3800.0,3800.0,360.0,0.0,0.0,5.0,0.0,0.02,0.001,1e-05,0.02,0.09,0.15,0.04,0.0,0.0,0.0,0.0,10.0,0.2,0.01,10.0,0.1299999999999999,18.0,59.0,0.0001999999999999,0.11,Beverages
Lemonade,40.0,40.0,10.0,0.0,10.0,10000.0,10000.0,70.0,0.0,0.0,4.0,0.0003,0.01,0.001,0.0,0.02,0.02,0.01,0.01,3.9,0.0,0.01,0.0,4.0,0.16,0.02,2.0,0.01,2.0,15.0,0.0001,0.02,Beverages
Malt,85.0,3300.0,1900.0,830.0,210.0,11000.0,6700.0,3400.0,500.0,10.0,60.0,0.0284999999999999,0.05,0.009,0.00042,0.18,0.2599999999999999,0.35,0.05,0.1,0.0,0.06,0.0003,98.0,0.21,0.04,15.0,0.08,91.0,172.0,0.0054,0.41,Beverages
Black tea,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.005,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,3.0,0.22,1.0,37.0,0.0,0.02,Beverages
Tea,1.0,0.0,0.0,0.0,0.0,170.0,20.0,60.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,3.0,0.01,0.01,2.0,0.39,1.0,18.0,0.0,0.01,Beverages
Perrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages
