food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Macadamia,718.0,76000.0,12000.0,59000.0,1500.0,14000.0,4600.0,7900.0,8600.0,0.0,5.0,0.0,1.2,0.011,0.0,0.16,2.5,0.76,0.2799999999999999,1.2,0.0,0.54,0.0,85.0,3.7,0.76,130.0,4.1000000000000005,188.0,368.0,0.0036,1.3,Grains
Mixed nuts,607.0,54000.0,8700.0,28000.0,15000.0,21000.0,4200.0,20000.0,7000.0,0.0,5.0,0.0009,0.19,0.083,0.0,0.2,7.7,1.1,0.35,0.5,0.0,7.8,0.0056999999999999,117.0,2.6,0.91,229.0,2.0,456.0,632.0,0.034,3.4,Grains
Pecan,691.0,72000.0,6200.0,41000.0,22000.0,14000.0,4000.0,9200.0,9600.0,0.0,0.0,0.0168,0.66,0.022,0.0,0.1299999999999999,1.2,0.86,0.21,1.1,0.0,1.4,0.0035,70.0,2.5,1.2,121.0,4.5,277.0,410.0,0.0038,4.5,Grains
Pili nuts,719.0,80000.0,31000.0,37000.0,7600.0,4000.0,0.0,11000.0,0.0,0.0,3.0,0.0122999999999999,0.91,0.06,0.0,0.09,0.5199999999999999,0.48,0.12,0.6,0.0,0.0,0.0,145.0,3.5,0.96,302.0,2.3,575.0,507.0,0.0,3.0,Grains
Pine nuts,673.0,68000.0,4900.0,19000.0,34000.0,13000.0,3600.0,14000.0,3700.0,0.0,2.0,0.0087,0.36,0.034,0.0,0.23,4.4,0.31,0.09,0.8,0.0,9.3,0.054,16.0,5.5,1.3,251.0,8.8,575.0,597.0,0.0007,6.5,Grains
Pistachio,560.0,45000.0,5900.0,23000.0,14000.0,27000.0,7700.0,20000.0,11000.0,0.0,1.0,0.1548,0.87,0.051,0.0,0.16,1.3,0.5199999999999999,1.7,5.6,0.0,2.9,0.0,105.0,3.9,1.3,121.0,1.2,490.0,1025.0,0.007,2.2,Grains
Walnut,654.0,65000.0,6100.0,8900.0,47000.0,14000.0,2600.0,15000.0,6700.0,0.0,2.0,0.0059999999999999,0.34,0.098,0.0,0.15,1.1,0.57,0.54,1.3,0.0,0.7,0.0027,98.0,2.9,1.6,158.0,3.4,346.0,441.0,0.0049,3.1,Grains
Tahini,595.0,54000.0,7500.0,20000.0,24000.0,21000.0,490.0,17000.0,9300.0,0.0,115.0,0.0201,1.2,0.098,0.0,0.47,5.5,0.69,0.15,0.0,0.0,0.25,0.0,426.0,9.0,1.6,95.0,1.5,732.0,414.0,0.034,4.6,Grains
Watermelon seeds,557.0,47000.0,9800.0,7400.0,28000.0,15000.0,0.0,28000.0,0.0,0.0,99.0,0.0,0.19,0.058,0.0,0.15,3.6,0.35,0.09,0.0,0.0,0.0,0.0,54.0,7.3,0.69,515.0,1.6,755.0,648.0,0.0,10.0,Grains
Almond butter,614.0,56000.0,4200.0,32000.0,14000.0,19000.0,4400.0,21000.0,10000.0,0.0,7.0,0.0003,0.04,0.053,0.0,0.94,3.2,0.32,0.1,0.0,0.0,24.0,0.0,347.0,3.5,0.93,279.0,2.1,508.0,748.0,0.0024,3.3,Grains
Castanea crenata,154.0,530.0,80.0,280.0,140.0,35000.0,0.0,2300.0,0.0,0.0,14.0,0.0110999999999999,0.34,0.047,0.0,0.16,1.5,0.21,0.2799999999999999,26.0,0.0,0.0,0.0,31.0,1.5,0.5599999999999999,49.0,1.6,72.0,329.0,0.0,1.1,Grains
Cashew butter,609.0,53000.0,11000.0,27000.0,13000.0,30000.0,9100.0,12000.0,3000.0,0.0,295.0,0.0,0.16,0.055,0.0,0.16,1.1,0.0,0.2,0.0,0.0,5.1000000000000005,0.03,61.0,4.9,1.8,206.0,0.0,388.0,447.0,0.0093,4.4,Grains
Peanut,567.0,49000.0,6300.0,24000.0,16000.0,16000.0,4700.0,26000.0,8500.0,0.0,18.0,0.0,0.64,0.24,0.0,0.1399999999999999,12.0,1.8,0.35,0.0,0.0,8.3,0.0,92.0,4.6,1.1,168.0,1.9,376.0,705.0,0.0072,3.3,Grains
Basil,23.0,640.0,40.0,90.0,390.0,2700.0,300.0,3200.0,1600.0,0.0,4.0,1.5824999999999998,0.03,0.068,0.0,0.08,0.9,0.21,0.16,18.0,0.0,0.8,0.415,177.0,3.2,0.39,64.0,1.1,56.0,295.0,0.0003,0.8099999999999999,Vegetables
Dill,43.0,1100.0,60.0,800.0,100.0,7000.0,0.0,3500.0,2100.0,0.0,61.0,2.3154,0.06,0.15,0.0,0.3,1.6,0.4,0.19,85.0,0.0,0.0,0.0,208.0,6.6,0.15,55.0,1.3,66.0,738.0,0.0,0.91,Vegetables
Thyme,101.0,1700.0,470.0,80.0,530.0,24000.0,0.0,5600.0,14000.0,0.0,9.0,1.4252999999999998,0.05,0.045,0.0,0.47,1.8,0.41,0.35,160.0,0.0,0.0,0.0,405.0,17.0,0.5599999999999999,160.0,1.7,106.0,609.0,0.0,1.8,Vegetables
Rosemary,131.0,5900.0,2800.0,1200.0,900.0,21000.0,0.0,3300.0,14000.0,0.0,26.0,0.8771999999999999,0.04,0.109,0.0,0.15,0.91,0.8,0.34,22.0,0.0,0.0,0.0,317.0,6.7,0.3,91.0,0.96,66.0,668.0,0.0,0.93,Vegetables
Peppermint,70.0,940.0,250.0,30.0,510.0,15000.0,0.0,3800.0,8000.0,0.0,31.0,1.2744,0.08,0.114,0.0,0.27,1.7,0.34,0.1299999999999999,32.0,0.0,0.0,0.0,243.0,5.1000000000000005,0.33,80.0,1.2,73.0,569.0,0.0,1.1,Vegetables
Garden rhubarb,21.0,200.0,50.0,40.0,100.0,4500.0,1100.0,900.0,1800.0,0.0,4.0,0.0306,0.02,0.007,0.0,0.03,0.3,0.09,0.02,8.0,0.0,0.27,0.029,86.0,0.22,0.02,12.0,0.2,14.0,288.0,0.0011,0.1,Vegetables
Amaranth leaves,23.0,330.0,90.0,80.0,150.0,4000.0,0.0,2500.0,0.0,0.0,20.0,0.8750999999999999,0.03,0.085,0.0,0.16,0.66,0.06,0.19,43.0,0.0,0.0,1.14,215.0,2.3,0.16,55.0,0.8899999999999999,50.0,611.0,0.0009,0.9,Vegetables
Rapini,22.0,490.0,50.0,30.0,130.0,2900.0,380.0,3200.0,2700.0,0.0,33.0,0.7866,0.16,0.083,0.0,0.1299999999999999,1.2,0.32,0.17,20.0,0.0,1.6,0.224,108.0,2.1,0.04,22.0,0.4,73.0,196.0,0.001,0.7699999999999999,Vegetables
Butterbur,14.0,40.0,0.0,0.0,0.0,3600.0,0.0,390.0,0.0,0.0,7.0,0.015,0.02,0.01,0.0,0.02,0.2,0.03,0.1,32.0,0.0,0.0,0.0,103.0,0.1,0.1,14.0,0.27,12.0,655.0,0.0009,0.16,Vegetables
Cardoon,17.0,100.0,10.0,20.0,40.0,4100.0,0.0,700.0,1600.0,0.0,170.0,0.0,0.02,0.068,0.0,0.03,0.3,0.34,0.12,2.0,0.0,0.0,0.0,70.0,0.7,0.23,42.0,0.2599999999999999,23.0,400.0,0.0001999999999999,0.17,Vegetables
Celery,16.0,170.0,40.0,30.0,80.0,3000.0,1300.0,690.0,1600.0,0.0,80.0,0.1347,0.02,0.036,0.0,0.06,0.32,0.25,0.0699999999999999,3.1,0.0,0.27,0.029,40.0,0.2,0.04,11.0,0.1,24.0,260.0,0.0003999999999999,0.1299999999999999,Vegetables
Chard,20.0,80.0,10.0,20.0,30.0,4100.0,1100.0,1900.0,2100.0,0.0,179.0,1.8372,0.03,0.009,0.0,0.09,0.36,0.16,0.09,18.0,0.0,1.9,0.3269999999999999,58.0,2.3,0.16,86.0,0.33,33.0,549.0,0.0009,0.33,Vegetables
Chives,30.0,730.0,150.0,100.0,270.0,4400.0,1900.0,3300.0,2500.0,0.0,3.0,1.3058999999999998,0.08,0.105,0.0,0.12,0.65,0.32,0.1399999999999999,58.0,0.0,0.21,0.213,92.0,1.6,0.16,42.0,0.37,58.0,296.0,0.0009,0.5599999999999999,Vegetables
Chrysanthemum,24.0,560.0,0.0,0.0,0.0,3000.0,0.0,3400.0,3000.0,0.0,118.0,0.696,0.1299999999999999,0.177,0.0,0.1399999999999999,0.53,0.22,0.18,1.4,0.0,0.0,0.35,117.0,2.3,0.1399999999999999,32.0,0.94,54.0,567.0,0.0,0.71,Vegetables
Marrow-stem Kale,32.0,610.0,60.0,30.0,200.0,5400.0,460.0,3000.0,4000.0,0.0,17.0,1.5056999999999998,0.05,0.129,0.0,0.1299999999999999,0.74,0.27,0.17,35.0,0.0,2.3,0.437,232.0,0.47,0.05,27.0,0.66,25.0,213.0,0.0013,0.21,Vegetables
Collard Greens,33.0,720.0,50.0,30.0,170.0,5700.0,400.0,2700.0,4000.0,0.0,15.0,2.28,0.04,0.016,0.0,0.11,0.58,0.22,0.1299999999999999,18.0,0.0,0.88,0.407,141.0,1.1,0.05,21.0,0.51,32.0,117.0,0.0005,0.23,Vegetables
Coriander,23.0,520.0,10.0,280.0,40.0,3700.0,870.0,2100.0,2800.0,0.0,46.0,2.0244,0.0699999999999999,0.062,0.0,0.16,1.1,0.57,0.15,27.0,0.0,2.5,0.31,67.0,1.8,0.23,26.0,0.43,48.0,521.0,0.0009,0.5,Vegetables
Garden cress,32.0,700.0,20.0,240.0,230.0,5500.0,4400.0,2600.0,1100.0,0.0,14.0,2.0751,0.08,0.08,0.0,0.2599999999999999,1.0,0.24,0.25,69.0,0.0,0.7,0.5419999999999999,81.0,1.3,0.17,38.0,0.55,76.0,606.0,0.0009,0.23,Vegetables
Dandelion greens,45.0,700.0,170.0,10.0,310.0,9200.0,710.0,2700.0,3500.0,0.0,76.0,3.0483,0.19,0.027,0.0,0.2599999999999999,0.8099999999999999,0.08,0.25,35.0,0.0,3.4,0.778,187.0,3.1,0.17,36.0,0.34,66.0,397.0,0.0005,0.41,Vegetables
Escarole,19.0,180.0,40.0,0.0,80.0,3100.0,230.0,1200.0,2800.0,0.0,19.0,0.5663999999999999,0.06,0.078,0.0,0.06,0.31,0.83,0.02,3.3,0.0,0.4,0.212,46.0,0.7200000000000001,0.09,13.0,0.39,22.0,245.0,0.0001999999999999,0.69,Vegetables
Drumstick leaves,64.0,1400.0,0.0,0.0,0.0,8300.0,0.0,9400.0,2000.0,0.0,9.0,2.2692,0.2599999999999999,0.04,0.0,0.66,2.2,0.1299999999999999,1.2,52.0,0.0,0.0,0.0,185.0,4.0,0.11,42.0,1.1,112.0,337.0,0.0009,0.6,Vegetables
Kale,28.0,400.0,50.0,30.0,190.0,5600.0,1300.0,1900.0,2000.0,0.0,23.0,4.0863,0.05,0.013,0.0,0.0699999999999999,0.5,0.05,0.1399999999999999,41.0,0.0,0.85,0.8170000000000001,72.0,0.9,0.16,18.0,0.42,28.0,228.0,0.0009,0.24,Vegetables
Lambsquarters,43.0,800.0,60.0,150.0,350.0,7300.0,0.0,4200.0,4000.0,0.0,43.0,3.4799999999999995,0.16,0.03,0.0,0.44,1.2,0.09,0.27,80.0,0.0,0.0,0.0,309.0,1.2,0.29,34.0,0.78,72.0,452.0,0.0009,0.44,Vegetables
Leek,61.0,300.0,40.0,0.0,170.0,14000.0,3900.0,1500.0,1800.0,0.0,20.0,0.5001,0.06,0.064,0.0,0.03,0.4,0.1399999999999999,0.23,12.0,0.0,0.92,0.047,59.0,2.1,0.12,28.0,0.48,35.0,180.0,0.001,0.12,Vegetables
Lettuce,15.0,150.0,20.0,10.0,80.0,2900.0,780.0,1400.0,1300.0,0.0,28.0,2.2215,0.0699999999999999,0.038,0.0,0.08,0.38,0.1299999999999999,0.09,9.2,0.0,0.22,0.126,36.0,0.86,0.03,13.0,0.25,29.0,194.0,0.0006,0.18,Vegetables
Mustard Greens,26.0,470.0,10.0,110.0,50.0,4500.0,1400.0,2600.0,2000.0,0.0,9.0,3.711,0.04,0.009,0.0,0.06,0.43,0.12,0.1,25.0,0.0,1.8,0.593,118.0,0.87,0.15,13.0,0.0,42.0,162.0,0.0006,0.22,Vegetables
Scallion,32.0,190.0,30.0,30.0,70.0,7300.0,2300.0,1800.0,2600.0,0.0,16.0,0.2991,0.06,0.064,0.0,0.08,0.53,0.08,0.06,19.0,0.0,0.55,0.207,72.0,1.5,0.08,20.0,0.16,37.0,276.0,0.0006,0.39,Vegetables
Welsh onion,34.0,400.0,70.0,60.0,160.0,6500.0,2200.0,1900.0,2400.0,0.0,17.0,0.348,0.05,0.016,0.0,0.09,0.4,0.17,0.0699999999999999,27.0,0.0,0.51,0.193,18.0,1.2,0.0699999999999999,23.0,0.1399999999999999,49.0,212.0,0.0006,0.5199999999999999,Vegetables
Parsley,36.0,790.0,130.0,300.0,120.0,6300.0,850.0,3000.0,3300.0,0.0,56.0,2.5272,0.09,0.152,0.0,0.1,1.3,0.4,0.09,133.0,0.0,0.75,1.64,138.0,6.2,0.15,50.0,0.16,58.0,554.0,0.0001,1.1,Vegetables
Pumpkin leaves,19.0,400.0,210.0,50.0,20.0,2300.0,0.0,3200.0,0.0,0.0,11.0,0.5825999999999999,0.09,0.036,0.0,0.1299999999999999,0.92,0.04,0.21,11.0,0.0,0.0,0.0,39.0,2.2,0.1299999999999999,38.0,0.36,104.0,436.0,0.0009,0.2,Vegetables
Purslane,20.0,360.0,0.0,0.0,0.0,3400.0,0.0,2000.0,0.0,0.0,45.0,0.3959999999999999,0.05,0.012,0.0,0.11,0.48,0.04,0.0699999999999999,21.0,0.0,0.0,0.0,65.0,2.0,0.11,68.0,0.3,44.0,494.0,0.0009,0.17,Vegetables
Spinach,23.0,260.0,40.0,10.0,110.0,3800.0,430.0,3000.0,2400.0,0.0,70.0,3.1443,0.1,0.146,0.0,0.24,0.49,0.15,0.24,9.8,0.0,2.1,0.494,136.0,3.6,0.17,87.0,0.94,56.0,466.0,0.0015,0.76,Vegetables
Sweet potato leaves,42.0,510.0,110.0,20.0,230.0,8800.0,0.0,2500.0,5300.0,0.0,6.0,1.1334,0.16,0.0,0.0,0.35,1.1,0.23,0.19,11.0,0.0,0.0,0.302,78.0,0.97,0.0,70.0,0.0,81.0,508.0,0.0009,0.0,Vegetables
Taro leaves,42.0,740.0,150.0,60.0,310.0,6700.0,3000.0,5000.0,3700.0,0.0,3.0,1.4474999999999998,0.21,0.126,0.0,0.46,1.5,0.08,0.15,52.0,0.0,2.0,0.109,107.0,2.3,0.27,45.0,0.71,60.0,648.0,0.0009,0.41,Vegetables
Vine spinach (basella),19.0,300.0,0.0,0.0,0.0,3400.0,0.0,1800.0,0.0,0.0,24.0,2.4,0.05,0.1399999999999999,0.0,0.16,0.5,0.05,0.24,102.0,0.0,0.0,0.0,109.0,1.2,0.11,65.0,0.74,52.0,510.0,0.0007999999999999,0.43,Vegetables
Watercress,11.0,100.0,30.0,10.0,40.0,1300.0,200.0,2300.0,500.0,0.0,41.0,0.9573,0.09,0.009,0.0,0.12,0.2,0.31,0.1299999999999999,43.0,0.0,1.0,0.25,120.0,0.2,0.08,21.0,0.24,60.0,330.0,0.0009,0.11,Vegetables
Borage,21.0,700.0,170.0,210.0,110.0,3100.0,0.0,1800.0,0.0,0.0,80.0,1.2599999999999998,0.06,0.013,0.0,0.15,0.9,0.04,0.08,35.0,0.0,0.0,0.0,93.0,3.3,0.1299999999999999,52.0,0.35,53.0,470.0,0.0009,0.2,Vegetables
Drumstick tree,37.0,200.0,30.0,100.0,0.0,8500.0,0.0,2100.0,3200.0,0.0,42.0,0.0221999999999999,0.05,0.044,0.0,0.0699999999999999,0.62,0.79,0.12,141.0,0.0,0.0,0.0,30.0,0.36,0.08,45.0,0.2599999999999999,50.0,461.0,0.0007,0.45,Vegetables
Arugula,25.0,660.0,90.0,50.0,320.0,3700.0,2100.0,2600.0,1600.0,0.0,27.0,0.7119,0.04,0.097,0.0,0.09,0.31,0.44,0.0699999999999999,15.0,0.0,0.43,0.109,160.0,1.5,0.08,47.0,0.32,52.0,369.0,0.0003,0.47,Vegetables
Lemongrass,99.0,490.0,120.0,50.0,170.0,25000.0,0.0,1800.0,0.0,0.0,6.0,0.0018,0.0699999999999999,0.075,0.0,0.1399999999999999,1.1,0.05,0.08,2.6,0.0,0.0,0.0,65.0,8.200000000000001,0.27,60.0,5.2,101.0,723.0,0.0007,2.2,Vegetables
Grape leaves,93.0,2100.0,340.0,80.0,1100.0,17000.0,6300.0,5600.0,11000.0,0.0,9.0,8.2563,0.04,0.083,0.0,0.35,2.4,0.23,0.4,11.0,0.0,2.0,0.109,363.0,2.6,0.42,95.0,2.9,91.0,272.0,0.0009,0.67,Vegetables
Fireweed,103.0,2800.0,0.0,0.0,0.0,19000.0,0.0,4700.0,11000.0,0.0,34.0,1.0794,0.03,0.112,0.0,0.1399999999999999,4.7,1.4,0.63,2.2,0.0,0.0,0.0,429.0,2.4,0.32,156.0,6.7,108.0,494.0,0.0009,2.7,Vegetables
Barley,123.0,440.0,90.0,60.0,210.0,28000.0,280.0,2300.0,3800.0,0.0,3.0,0.0021,0.08,0.016,0.0,0.06,2.1,0.1399999999999999,0.12,0.0,0.0,0.01,0.0007999999999999,11.0,1.3,0.11,22.0,0.2599999999999999,54.0,93.0,0.0086,0.82,Vegetables
Bulgur,83.0,240.0,40.0,30.0,100.0,19000.0,100.0,3100.0,4500.0,0.0,5.0,0.0006,0.06,0.018,0.0,0.03,1.0,0.34,0.08,0.0,0.0,0.01,0.0005,10.0,0.96,0.08,32.0,0.61,40.0,68.0,0.0006,0.57,Vegetables
Corn grain,365.0,4700.0,670.0,1300.0,2200.0,74000.0,640.0,9400.0,7300.0,0.0,35.0,0.0642,0.39,0.019,0.0,0.2,3.6,0.42,0.62,0.0,0.0,0.49,0.0003,7.0,2.7,0.31,127.0,0.49,210.0,287.0,0.016,2.2,Vegetables
Hominy,72.0,880.0,120.0,230.0,400.0,14000.0,1800.0,1500.0,2500.0,0.0,345.0,0.0003,0.0,0.001,0.0,0.01,0.03,0.15,0.01,0.0,0.0,0.05,0.0001999999999999,10.0,0.62,0.03,16.0,0.0699999999999999,35.0,9.0,0.003,1.1,Vegetables
Bran,40.0,860.0,160.0,290.0,340.0,11000.0,0.0,3200.0,2600.0,0.0,1.0,0.0,0.16,0.006,0.0,0.03,0.1399999999999999,0.22,0.03,0.0,0.0,0.0,0.0,10.0,0.88,0.0699999999999999,40.0,0.96,119.0,92.0,0.0077,0.53,Vegetables
Triticale,336.0,2100.0,370.0,210.0,910.0,72000.0,0.0,13000.0,0.0,0.0,5.0,0.0,0.42,0.073,0.0,0.1299999999999999,1.4,1.3,0.1399999999999999,0.0,0.0,0.9,0.0,37.0,2.6,0.46,130.0,3.2,358.0,332.0,0.0,3.5,Vegetables
Wild rice,101.0,340.0,50.0,50.0,210.0,21000.0,730.0,4000.0,1800.0,0.0,3.0,0.0009,0.05,0.026,0.0,0.09,1.3,0.15,0.1399999999999999,0.0,0.0,0.24,0.0005,3.0,0.6,0.12,32.0,0.2799999999999999,82.0,101.0,0.0007999999999999,1.3,Vegetables
Spinach pasta,289.0,2100.0,480.0,660.0,470.0,56000.0,0.0,11000.0,0.0,73.0,27.0,0.0722999999999999,0.61,0.177,0.00031,0.4,3.5,0.69,0.32,0.0,0.0,0.0,0.0,43.0,3.3,0.2,63.0,0.78,148.0,272.0,0.0,1.4,Vegetables
Chow mein,475.0,15000.0,2200.0,8900.0,3600.0,73000.0,5700.0,8100.0,3700.0,0.0,1174.0,0.0,0.58,0.106,0.0,0.42,6.0,0.53,0.11,0.0,0.0,2.3,0.0014,20.0,4.7,0.17,52.0,0.0,161.0,120.0,0.043,1.4,Vegetables
Somen noodles,131.0,180.0,30.0,20.0,70.0,28000.0,0.0,4000.0,0.0,0.0,161.0,0.0,0.02,0.002,0.0,0.03,0.1,0.17,0.01,0.0,0.0,0.0,0.0,8.0,0.5199999999999999,0.03,2.0,0.25,27.0,29.0,0.0,0.22,Vegetables
Barley flour,345.0,1600.0,340.0,210.0,770.0,75000.0,800.0,11000.0,10000.0,0.0,4.0,0.0,0.37,0.008,0.0,0.11,6.3,0.15,0.4,0.0,0.0,0.57,0.0022,32.0,2.7,0.34,96.0,1.0,296.0,309.0,0.038,2.0,Vegetables
Rice noodles,108.0,200.0,20.0,30.0,20.0,24000.0,30.0,1800.0,1000.0,0.0,19.0,0.0,0.02,0.001,0.0,0.0,0.0699999999999999,0.01,0.01,0.0,0.0,0.03,0.0,4.0,0.1399999999999999,0.04,3.0,0.11,20.0,4.0,0.0045,0.25,Vegetables
Quinoa,120.0,1900.0,230.0,530.0,1100.0,21000.0,870.0,4400.0,2800.0,0.0,7.0,0.0014999999999999,0.11,0.0419999999999999,0.0,0.11,0.41,0.0,0.12,0.0,0.0,0.63,0.0,17.0,1.5,0.19,64.0,0.63,152.0,172.0,0.0028,1.1,Vegetables
Wheat,132.0,830.0,80.0,80.0,240.0,28000.0,3100.0,5700.0,4300.0,0.0,8.0,0.0012,0.1,0.011,0.0,0.03,2.3,0.0,0.0699999999999999,0.0,0.0,0.24,0.0,9.0,1.8,0.21,48.0,1.0,147.0,164.0,0.032,1.8,Vegetables
Spelt,127.0,850.0,0.0,0.0,0.0,26000.0,0.0,5500.0,3900.0,0.0,5.0,0.0012,0.1,0.013,0.0,0.03,2.6,0.0,0.08,0.0,0.0,0.2599999999999999,0.0,10.0,1.7,0.22,49.0,1.1,150.0,143.0,0.004,1.3,Vegetables
Teff,101.0,650.0,0.0,0.0,0.0,20000.0,0.0,3900.0,2800.0,0.0,8.0,0.0006,0.18,0.018,0.0,0.03,0.91,0.0,0.1,0.0,0.0,0.0,0.0,49.0,2.1,0.23,50.0,2.9,120.0,107.0,0.0,1.1,Vegetables
Egg noodles,138.0,2100.0,420.0,580.0,550.0,25000.0,400.0,4500.0,1200.0,29.0,5.0,0.0062999999999999,0.03,0.007,8.999999999999999e-05,0.02,0.4,0.2599999999999999,0.05,0.0,0.0001,0.17,0.0,12.0,0.6,0.1,21.0,0.32,76.0,38.0,0.024,0.65,Vegetables
Millet flour,382.0,4300.0,540.0,920.0,2600.0,75000.0,1700.0,11000.0,3500.0,0.0,4.0,0.0,0.41,0.0419999999999999,0.0,0.0699999999999999,6.0,1.3,0.37,0.0,0.0,0.11,0.0007999999999999,14.0,3.9,0.54,119.0,1.0,285.0,224.0,0.033,2.6,Vegetables
Fortune cookie,378.0,2700.0,670.0,1300.0,470.0,84000.0,45000.0,4200.0,1600.0,2.0,31.0,0.0009,0.18,0.066,1e-05,0.1299999999999999,1.8,0.3,0.01,0.0,0.0,0.03,0.0011,12.0,1.4,0.06,7.0,0.19,35.0,41.0,0.0029,0.17,Snacks
Fruit leather,359.0,2700.0,650.0,1500.0,550.0,83000.0,58000.0,1000.0,0.0,0.0,403.0,0.0174,0.04,0.004,0.0,0.1,0.1,0.32,0.3,56.0,0.0,0.5599999999999999,0.018,18.0,0.75,0.17,14.0,0.18,24.0,164.0,0.0027,0.19,Snacks
Pretzel,381.0,3500.0,750.0,1400.0,1200.0,79000.0,0.0,9100.0,2800.0,0.0,1715.0,0.0,0.18,0.083,0.0,0.1,1.9,0.29,0.12,0.0,0.0,0.0,0.0,36.0,1.7,0.2599999999999999,35.0,1.8,113.0,146.0,0.0058,0.85,Snacks
Tootsie roll,387.0,3300.0,970.0,1900.0,270.0,88000.0,56000.0,1600.0,100.0,2.0,44.0,0.0,0.06,0.009,0.0,0.0699999999999999,0.21,0.29,0.01,0.0,0.0,0.65,0.0096,36.0,0.8,0.1299999999999999,22.0,0.05,57.0,116.0,0.0022,0.4,Snacks
Almond joy,479.0,27000.0,18000.0,5300.0,1200.0,60000.0,48000.0,4100.0,5000.0,4.0,142.0,0.0125999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,64.0,1.3,0.0,0.0,0.0,112.0,254.0,0.0,0.0,Snacks
Bit-o-honey,375.0,7500.0,5500.0,1000.0,340.0,81000.0,48000.0,2000.0,200.0,0.0,295.0,0.0,0.06,0.002,6e-05,0.04,0.0699999999999999,0.08,0.01,0.8,0.0,0.3,0.0,35.0,0.2,0.03,7.0,0.04,28.0,44.0,0.0013,0.49,Snacks
Butterfinger,459.0,19000.0,9500.0,5100.0,3200.0,73000.0,46000.0,5400.0,2000.0,0.0,230.0,0.0,0.12,0.028,4e-05,0.06,2.6,0.37,0.0699999999999999,0.0,0.0,1.7,0.0022,36.0,0.79,0.19,48.0,0.49,97.0,220.0,0.0029,1.0,Snacks
Butterscotch,391.0,3300.0,2100.0,850.0,120.0,90000.0,80000.0,30.0,0.0,9.0,391.0,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0003,4.0,0.01,0.0,0.0,0.0,1.0,3.0,0.0006,0.09,Snacks
Carob,540.0,31000.0,29000.0,480.0,300.0,56000.0,34000.0,8200.0,3800.0,1.0,107.0,0.0029999999999999,0.1,0.0209999999999999,0.00028,0.18,1.0,0.75,0.1299999999999999,0.5,0.0,1.6,0.0077,303.0,1.3,0.18,36.0,0.1399999999999999,126.0,633.0,0.0052,3.5,Snacks
Caramel,382.0,8100.0,2500.0,1500.0,3500.0,77000.0,66000.0,4600.0,0.0,7.0,245.0,0.0125999999999999,0.1,0.004,0.0003,0.2599999999999999,0.15,0.62,0.06,0.4,0.0,0.46,0.0018,138.0,0.1399999999999999,0.02,17.0,0.01,114.0,214.0,0.0018,0.44,Snacks
Caramello,462.0,21000.0,13000.0,5300.0,630.0,64000.0,57000.0,6200.0,1200.0,27.0,122.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,213.0,1.1,0.0,0.0,0.0,150.0,341.0,0.0,0.0,Snacks
White chocolate,539.0,32000.0,19000.0,9100.0,1000.0,59000.0,59000.0,5900.0,200.0,21.0,90.0,0.009,0.06,0.007,0.00056,0.2799999999999999,0.75,0.61,0.06,0.5,0.0,0.96,0.0090999999999999,199.0,0.24,0.06,12.0,0.01,176.0,286.0,0.0045,0.74,Snacks
York peppermint pattie,384.0,7200.0,4300.0,410.0,110.0,81000.0,64000.0,2200.0,2000.0,1.0,28.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.92,0.0,0.0,0.0,0.0,111.0,0.0,0.0,Snacks
Twizzlers,347.0,2600.0,540.0,1900.0,140.0,79000.0,51000.0,2300.0,600.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2799999999999999,0.0,0.0,0.0,24.0,37.0,0.0,0.0,Snacks
Crème caramel,145.0,4000.0,1800.0,1300.0,390.0,23000.0,23000.0,4500.0,0.0,90.0,53.0,0.0482999999999999,0.03,0.009,0.0003599999999999,0.21,0.08,0.51,0.04,0.0,0.0,0.23,0.0001999999999999,83.0,0.38,0.03,9.0,0.01,96.0,118.0,0.0087,0.47,Snacks
Ice cream,207.0,11000.0,6800.0,3000.0,450.0,24000.0,21000.0,3500.0,700.0,44.0,80.0,0.1263,0.04,0.005,0.00039,0.24,0.12,0.58,0.05,0.6,0.0001999999999999,0.3,0.0003,128.0,0.09,0.02,14.0,0.01,105.0,199.0,0.0018,0.69,Snacks
Sherbet,144.0,2000.0,1200.0,530.0,80.0,30000.0,24000.0,1100.0,1300.0,1.0,46.0,0.0137999999999999,0.03,0.004,0.00013,0.1,0.06,0.22,0.02,2.3,0.0,0.01,0.0,54.0,0.1399999999999999,0.03,8.0,0.01,40.0,96.0,0.0015,0.48,Snacks
